"carat","cut","color","clarity","depth","table","x","y","z","target"
0.72,"Very Good","E","SI1",63.1,60,5.65,5.7,3.58,"dewevo"
0.75,"Good","D","SI1",64.1,54,5.78,5.76,3.7,"dewevo"
0.72,"Ideal","E","SI1",62.1,57,5.71,5.75,3.56,"dewevo"
0.72,"Ideal","H","VS1",61.9,56,5.78,5.73,3.56,"dewevo"
0.72,"Fair","H","VVS2",56.5,68,6.03,5.89,3.37,"dewevo"
0.72,"Very Good","E","SI2",63.4,58,5.66,5.64,3.58,"dewevo"
0.7,"Good","H","VVS2",63.8,57,5.61,5.51,3.55,"dewevo"
0.81,"Good","E","I1",64.1,59,5.89,5.85,3.76,"dewevo"
0.55,"Ideal","E","VVS1",62.9,57,5.25,5.21,3.29,"dewevo"
0.75,"Ideal","E","SI2",61.7,55,5.9,5.86,3.63,"dewevo"
0.74,"Ideal","I","VS1",60.7,55,5.84,5.88,3.56,"dewevo"
0.72,"Very Good","E","SI1",57.9,58,5.92,5.96,3.44,"dewevo"
0.71,"Ideal","D","SI2",61.3,57,5.71,5.78,3.52,"dewevo"
0.71,"Ideal","F","SI1",61.5,56,5.69,5.76,3.52,"dewevo"
0.71,"Ideal","D","SI2",61.5,56,5.74,5.78,3.54,"dewevo"
0.89,"Premium","H","SI2",62.2,59,6.17,6.15,3.83,"dewevo"
0.59,"Very Good","G","IF",60.9,57,5.38,5.42,3.29,"dewevo"
0.9,"Ideal","F","I1",61.8,57,6.13,6.2,3.81,"dewevo"
0.59,"Ideal","F","VVS2",62,55,5.36,5.38,3.33,"dewevo"
0.59,"Ideal","G","IF",62.5,57,5.34,5.38,3.35,"dewevo"
0.7,"Good","H","VVS2",60.5,62,5.66,5.74,3.45,"dewevo"
1.02,"Ideal","J","SI2",61.6,55,6.49,6.43,3.98,"dewevo"
0.56,"Very Good","D","VVS2",61.6,59,5.27,5.34,3.27,"dewevo"
0.72,"Very Good","D","SI2",62.3,59,5.67,5.73,3.55,"dewevo"
0.56,"Ideal","D","VVS2",61.7,58,5.26,5.3,3.26,"dewevo"
0.57,"Ideal","G","VVS1",60.9,56,5.37,5.41,3.28,"dewevo"
0.71,"Ideal","D","SI2",61.1,57,5.77,5.79,3.53,"dewevo"
0.71,"Ideal","E","SI1",62.8,53,5.67,5.7,3.57,"dewevo"
0.7,"Ideal","D","SI1",62.5,56,5.67,5.73,3.56,"dewevo"
0.77,"Ideal","H","SI1",61.7,56,5.9,5.85,3.62,"dewevo"
0.71,"Premium","E","VS2",62.4,60,5.68,5.66,3.54,"dewevo"
0.71,"Ideal","E","VS2",62.9,55,5.76,5.72,3.61,"dewevo"
0.7,"Very Good","G","VS1",62.8,58,5.62,5.68,3.55,"dewevo"
0.83,"Premium","H","SI1",58.6,61,6.2,6.16,3.62,"dewevo"
0.76,"Very Good","E","SI1",63.2,57,5.8,5.75,3.65,"dewevo"
0.75,"Ideal","I","VS1",63,57,5.8,5.82,3.66,"dewevo"
0.71,"Premium","G","SI1",62.5,58,5.66,5.61,3.52,"dewevo"
0.71,"Ideal","F","SI2",62.1,55.7,5.7,5.75,3.56,"dewevo"
0.77,"Premium","E","SI2",61.7,61,5.93,5.9,3.65,"dewevo"
0.71,"Ideal","I","VS2",61.8,55,5.7,5.73,3.53,"dewevo"
0.7,"Ideal","E","SI1",62.4,55,5.67,5.7,3.55,"dewevo"
0.7,"Ideal","E","SI1",62.7,57,5.64,5.66,3.54,"dewevo"
0.7,"Ideal","E","SI1",60.6,57,5.76,5.79,3.5,"dewevo"
0.83,"Good","G","SI2",63.7,56,5.92,5.95,3.78,"dewevo"
0.57,"Ideal","E","VVS2",62.3,54,5.3,5.35,3.32,"dewevo"
0.57,"Ideal","E","VVS2",61.9,54.3,5.31,5.33,3.29,"dewevo"
0.57,"Ideal","E","VVS2",61.5,55.9,5.31,5.35,3.28,"dewevo"
0.8,"Very Good","G","SI2",63,55,5.92,5.95,3.74,"dewevo"
0.8,"Premium","I","VS2",62.9,61,5.84,5.77,3.65,"dewevo"
0.7,"Ideal","E","VS2",62.2,55,5.72,5.69,3.55,"dewevo"
0.81,"Premium","G","SI2",62.2,59,5.96,5.9,3.69,"dewevo"
0.81,"Very Good","I","VS2",60.4,63,5.97,5.95,3.6,"dewevo"
0.54,"Ideal","E","VVS2",62.2,54,5.23,5.26,3.26,"dewevo"
0.7,"Ideal","I","VS1",61.9,56,5.69,5.72,3.53,"dewevo"
0.78,"Ideal","H","SI1",61.1,57,5.9,5.94,3.62,"dewevo"
0.7,"Very Good","E","SI1",63.2,57,5.6,5.67,3.56,"dewevo"
0.7,"Very Good","E","SI1",62.5,59,5.66,5.7,3.55,"dewevo"
0.75,"Very Good","G","SI1",62.3,55,5.81,5.85,3.63,"dewevo"
0.81,"Good","I","VS2",63.8,58,5.84,5.89,3.74,"dewevo"
0.58,"Ideal","D","VVS2",62.1,57,5.32,5.4,3.32,"dewevo"
0.7,"Ideal","E","SI1",60.2,58,5.75,5.78,3.47,"dewevo"
0.74,"Premium","E","SI2",62.6,58,5.77,5.73,3.6,"dewevo"
0.74,"Fair","E","SI2",66.7,62,5.49,5.43,3.64,"dewevo"
0.74,"Very Good","E","SI2",63.1,57,5.8,5.76,3.65,"dewevo"
0.82,"Ideal","H","SI1",62.4,56,6.05,6,3.76,"dewevo"
0.74,"Ideal","E","SI2",60.9,57,5.89,5.83,3.57,"dewevo"
0.66,"Very Good","E","VS1",61,57.8,5.64,5.69,3.45,"dewevo"
0.72,"Very Good","E","SI1",62.5,58,5.68,5.72,3.56,"dewevo"
0.75,"Very Good","D","SI2",63.6,58,5.71,5.76,3.65,"dewevo"
0.62,"Premium","E","VVS2",62,56,5.48,5.42,3.38,"dewevo"
0.7,"Ideal","H","VVS1",61.7,54,5.72,5.76,3.54,"dewevo"
0.53,"Ideal","F","VVS1",61.4,56,5.21,5.25,3.21,"dewevo"
0.72,"Ideal","D","SI2",61.8,56,5.75,5.78,3.56,"dewevo"
0.75,"Ideal","D","SI2",61.5,55,5.85,5.89,3.61,"dewevo"
0.93,"Very Good","D","I1",63.4,60,6.18,6.15,3.91,"dewevo"
0.71,"Ideal","E","SI2",61.2,57,5.75,5.78,3.53,"dewevo"
0.7,"Ideal","I","VVS1",61.5,57,5.72,5.75,3.52,"dewevo"
0.72,"Good","D","SI2",59.7,61,5.78,5.84,3.47,"dewevo"
0.74,"Premium","G","VS2",60.2,60,5.84,5.82,3.51,"dewevo"
0.56,"Ideal","E","VVS2",62.1,57,5.26,5.3,3.28,"dewevo"
0.71,"Ideal","H","VS2",62.2,56,5.68,5.74,3.55,"dewevo"
0.7,"Ideal","F","VS2",62.3,55,5.71,5.65,3.54,"dewevo"
0.78,"Ideal","F","SI2",61.2,56,5.93,5.97,3.64,"dewevo"
0.8,"Ideal","F","SI2",62.7,55,5.94,5.9,3.71,"dewevo"
0.76,"Premium","H","VS2",58.7,61,5.99,5.96,3.51,"dewevo"
0.75,"Premium","G","SI1",59.1,59,5.98,5.9,3.51,"dewevo"
1.2,"Fair","F","I1",65.7,56,6.65,6.58,4.35,"dewevo"
0.73,"Very Good","I","VVS1",61.9,57,5.75,5.79,3.57,"dewevo"
0.8,"Very Good","E","SI2",62.4,55,5.88,5.92,3.68,"dewevo"
0.74,"Ideal","F","SI2",61.9,56,5.81,5.85,3.61,"dewevo"
0.7,"Ideal","I","SI1",61.6,56,5.69,5.71,3.51,"dewevo"
0.7,"Ideal","I","SI1",60.4,57,5.75,5.79,3.49,"dewevo"
0.71,"Good","G","VS2",64.2,58,5.62,5.59,3.6,"dewevo"
0.71,"Premium","G","VS2",62.1,62,5.71,5.65,3.53,"dewevo"
0.71,"Fair","G","VS2",57,66,5.83,5.81,3.32,"dewevo"
0.73,"Very Good","F","SI2",61.7,60,5.71,5.8,3.55,"dewevo"
0.93,"Premium","E","I1",62.3,60,6.2,6.23,3.87,"dewevo"
0.76,"Ideal","F","SI2",60.3,60,5.86,5.89,3.54,"dewevo"
0.7,"Good","G","VS1",64.3,57,5.59,5.64,3.61,"dewevo"
0.59,"Ideal","F","VVS1",62.4,56,5.36,5.38,3.35,"dewevo"
0.72,"Premium","E","VS2",60.4,59,5.74,5.78,3.48,"dewevo"
0.81,"Ideal","J","VS1",62.3,57,5.93,5.98,3.71,"dewevo"
0.72,"Ideal","E","SI1",62,57,5.7,5.75,3.55,"dewevo"
0.84,"Premium","H","SI2",61.3,58,6.1,6.04,3.72,"dewevo"
0.84,"Ideal","H","SI2",63,56,6.04,6.02,3.8,"dewevo"
0.71,"Good","G","VS1",58.1,59,5.85,5.92,3.42,"dewevo"
0.7,"Very Good","D","SI1",59.4,63,5.78,5.76,3.43,"dewevo"
0.55,"Ideal","F","VVS2",61.1,57,5.28,5.31,3.24,"dewevo"
0.71,"Premium","E","SI1",61.7,61,5.76,5.74,3.55,"dewevo"
0.71,"Premium","E","SI1",61.1,57,5.73,5.69,3.49,"dewevo"
0.71,"Premium","E","SI1",59.5,62,5.85,5.74,3.45,"dewevo"
0.71,"Premium","E","SI1",60.8,60,5.75,5.69,3.48,"dewevo"
0.82,"Premium","H","SI2",60.4,58,6.11,6.07,3.68,"dewevo"
0.71,"Very Good","F","VS2",63.5,60,5.64,5.67,3.59,"dewevo"
0.71,"Very Good","G","VS1",64,56,5.65,5.67,3.62,"dewevo"
0.71,"Very Good","E","VS2",61.6,56,5.74,5.81,3.56,"dewevo"
0.71,"Very Good","E","VS2",58.5,57,5.87,5.9,3.44,"dewevo"
0.71,"Premium","E","VS2",61.3,59,5.7,5.76,3.51,"dewevo"
0.71,"Ideal","E","VS2",61.8,57,5.7,5.73,3.53,"dewevo"
0.73,"Ideal","G","SI1",61.4,58,5.77,5.79,3.55,"dewevo"
0.7,"Very Good","G","VS1",62.3,58,5.63,5.67,3.52,"dewevo"
0.74,"Ideal","I","VS1",60.7,56,5.86,5.9,3.57,"dewevo"
0.71,"Good","E","SI1",65.9,57,5.51,5.57,3.65,"dewevo"
0.76,"Premium","F","SI1",60.9,59,5.89,5.83,3.57,"dewevo"
0.76,"Premium","F","SI1",62.7,58,5.83,5.78,3.64,"dewevo"
0.75,"Premium","G","SI1",60.9,58,5.87,5.83,3.56,"dewevo"
0.59,"Very Good","F","IF",59.9,63,5.44,5.47,3.27,"dewevo"
0.55,"Ideal","G","VVS1",61.2,56,5.27,5.29,3.23,"dewevo"
0.57,"Ideal","E","VVS1",62.3,53.5,5.29,5.33,3.31,"dewevo"
0.73,"Ideal","D","SI1",60.2,56,5.86,5.94,3.55,"dewevo"
0.71,"Premium","F","SI1",62.7,57,5.68,5.65,3.55,"dewevo"
0.51,"Very Good","F","VVS2",60.3,55,5.22,5.26,3.16,"dewevo"
0.7,"Good","G","VS2",63.1,55,5.61,5.64,3.55,"dewevo"
0.7,"Very Good","G","VS2",62.2,61,5.54,5.59,3.46,"dewevo"
0.7,"Ideal","E","VS2",61.4,57,5.76,5.8,3.55,"dewevo"
0.7,"Ideal","G","VS2",60,57,5.8,5.84,3.49,"dewevo"
0.77,"Very Good","G","SI1",62.7,57,5.79,5.85,3.65,"dewevo"
0.7,"Ideal","E","VS2",62.1,57,5.68,5.73,3.54,"dewevo"
0.7,"Premium","G","VS2",61.6,58,5.69,5.73,3.52,"dewevo"
0.79,"Very Good","F","SI1",62.8,55,5.88,5.94,3.71,"dewevo"
0.71,"Ideal","D","SI2",60,57,5.83,5.81,3.49,"dewevo"
0.71,"Ideal","F","SI1",61.5,56,5.76,5.69,3.52,"dewevo"
0.71,"Ideal","D","SI2",61.3,57,5.78,5.71,3.52,"dewevo"
0.71,"Ideal","D","SI2",61.5,56,5.78,5.74,3.54,"dewevo"
0.71,"Premium","F","SI1",59.7,60,5.82,5.77,3.46,"dewevo"
0.71,"Premium","F","SI1",59.8,61,5.81,5.79,3.47,"dewevo"
0.75,"Very Good","G","SI1",62.1,60,5.79,5.83,3.61,"dewevo"
0.61,"Ideal","F","VVS2",62.2,55,5.42,5.45,3.38,"dewevo"
0.61,"Ideal","F","VVS2",61.8,55,5.43,5.47,3.37,"dewevo"
0.9,"Ideal","F","I1",61.8,57,6.2,6.13,3.81,"dewevo"
0.77,"Very Good","G","SI1",58.4,63,5.95,6.03,3.5,"dewevo"
0.85,"Ideal","H","SI2",61.8,54,6.07,6.1,3.76,"dewevo"
0.77,"Ideal","I","VS1",61.4,56,5.86,5.9,3.61,"dewevo"
0.7,"Ideal","F","SI1",61.8,54,5.71,5.75,3.54,"dewevo"
0.7,"Ideal","F","SI1",61.8,53,5.7,5.75,3.54,"dewevo"
0.58,"Very Good","F","VVS1",59.7,57,5.48,5.51,3.28,"dewevo"
0.7,"Premium","H","VS1",60.6,59,5.81,5.74,3.5,"dewevo"
0.72,"Good","H","VS1",60,61.2,5.74,5.83,3.47,"dewevo"
0.71,"Ideal","F","SI2",62.1,56,5.75,5.7,3.56,"dewevo"
0.71,"Ideal","I","VS1",61.9,55,5.75,5.71,3.55,"dewevo"
0.71,"Ideal","I","VS1",61.8,54,5.77,5.72,3.56,"dewevo"
0.74,"Very Good","E","SI2",59.9,59,5.93,5.95,3.56,"dewevo"
0.74,"Very Good","E","VS2",61.4,63,5.79,5.77,3.55,"dewevo"
0.5,"Ideal","D","VVS2",61.9,55.1,5.07,5.1,3.15,"dewevo"
0.5,"Ideal","D","VVS2",61.8,54.1,5.1,5.14,3.16,"dewevo"
0.9,"Fair","E","SI2",64.4,58,6.07,6.01,3.89,"dewevo"
0.8,"Good","E","SI2",57.7,65,6.13,6.08,3.52,"dewevo"
0.73,"Very Good","H","VS1",61.6,59,5.74,5.81,3.56,"dewevo"
0.71,"Good","D","SI1",64,56,5.59,5.63,3.59,"dewevo"
0.81,"Good","I","VS2",63.8,58,5.89,5.84,3.74,"dewevo"
0.72,"Ideal","E","SI1",61.2,56,5.75,5.79,3.53,"dewevo"
0.72,"Very Good","E","SI1",63,56,5.73,5.76,3.62,"dewevo"
0.77,"Good","F","SI1",63.2,57,5.82,5.85,3.69,"dewevo"
0.77,"Good","D","SI2",63.8,58,5.78,5.81,3.7,"dewevo"
0.77,"Ideal","F","SI1",61.9,57,5.88,5.91,3.65,"dewevo"
0.72,"Ideal","I","VVS1",61.3,57,5.74,5.77,3.53,"dewevo"
0.72,"Ideal","I","VVS1",61.4,57,5.77,5.8,3.55,"dewevo"
0.72,"Ideal","H","VS1",61.6,59,5.75,5.78,3.55,"dewevo"
0.72,"Ideal","F","SI1",61.5,58,5.72,5.76,3.53,"dewevo"
0.7,"Very Good","E","SI1",63.1,58,5.61,5.64,3.55,"dewevo"
0.82,"Very Good","F","SI2",62.9,59,5.89,5.93,3.72,"dewevo"
0.59,"Ideal","E","VVS2",62,55,5.36,5.41,3.34,"dewevo"
0.71,"Very Good","G","SI1",57.5,61,5.91,5.96,3.41,"dewevo"
0.63,"Ideal","F","VS1",62.3,56,5.46,5.49,3.41,"dewevo"
0.73,"Ideal","E","SI1",60.5,57,5.85,5.88,3.55,"dewevo"
0.7,"Premium","H","VVS2",61,62,5.72,5.66,3.47,"dewevo"
0.55,"Ideal","D","VVS2",61.1,57,5.32,5.29,3.24,"dewevo"
0.73,"Premium","F","SI1",58.7,59,5.97,5.92,3.49,"dewevo"
0.7,"Ideal","H","VVS2",62.5,56,5.7,5.63,3.54,"dewevo"
0.76,"Premium","E","SI1",61.6,59,5.83,5.79,3.58,"dewevo"
0.5,"Ideal","F","IF",62,55,5.09,5.13,3.17,"dewevo"
0.72,"Very Good","E","SI1",58.9,58,5.88,5.91,3.47,"dewevo"
0.72,"Premium","G","VS1",62.3,61,5.73,5.66,3.55,"dewevo"
0.72,"Premium","F","VS2",61.5,58,5.73,5.69,3.51,"dewevo"
0.78,"Premium","I","VS2",62.7,58,5.89,5.82,3.68,"dewevo"
0.71,"Very Good","G","VS2",61.8,56,5.69,5.74,3.53,"dewevo"
0.72,"Good","F","SI1",63.1,56,5.67,5.68,3.58,"dewevo"
0.86,"Good","G","SI2",63.2,53,6.06,6.1,3.84,"dewevo"
0.72,"Ideal","D","SI2",62.7,55,5.7,5.72,3.58,"dewevo"
0.72,"Good","F","SI1",63.4,58,5.66,5.69,3.6,"dewevo"
0.93,"Premium","E","I1",62.3,60,6.23,6.2,3.87,"dewevo"
0.74,"Premium","F","SI1",61.4,59,5.81,5.82,3.57,"dewevo"
0.7,"Premium","G","VS1",62.6,58,5.64,5.61,3.52,"dewevo"
0.7,"Premium","G","VS1",60.6,62,5.68,5.64,3.43,"dewevo"
0.7,"Premium","G","VS1",62.2,57,5.69,5.66,3.53,"dewevo"
0.7,"Premium","F","VS2",63,61,5.64,5.59,3.54,"dewevo"
0.7,"Premium","F","VS2",62.5,56,5.67,5.63,3.53,"dewevo"
0.7,"Premium","F","VS2",62.2,59,5.68,5.64,3.52,"dewevo"
0.7,"Premium","F","VS2",60.5,58,5.78,5.76,3.49,"dewevo"
0.82,"Premium","I","VS2",62.6,59,5.91,5.87,3.69,"dewevo"
0.66,"Ideal","F","VS2",62.4,54,5.55,5.61,3.48,"dewevo"
0.7,"Ideal","H","VS1",62,59,5.68,5.71,3.53,"dewevo"
0.75,"Fair","F","VS2",65.4,58,5.63,5.68,3.7,"dewevo"
0.71,"Very Good","G","VS2",62.1,58,5.69,5.77,3.56,"dewevo"
0.81,"Very Good","G","SI2",62.7,56,5.91,5.96,3.72,"dewevo"
0.79,"Very Good","H","SI1",63.4,57,5.86,5.9,3.73,"dewevo"
0.71,"Ideal","G","SI1",61.6,56,5.73,5.76,3.54,"dewevo"
0.71,"Good","G","VS2",58.9,61,5.81,5.84,3.43,"dewevo"
0.8,"Good","G","SI1",63.9,57,5.84,5.81,3.72,"dewevo"
0.72,"Ideal","I","VS2",61.7,56,5.75,5.8,3.56,"dewevo"
0.3,"Good","D","SI1",63.1,55,4.28,4.31,2.71,"dewevo"
0.3,"Ideal","D","SI1",62.2,56,4.25,4.3,2.66,"dewevo"
0.3,"Very Good","D","SI1",62.6,56,4.24,4.29,2.67,"dewevo"
0.3,"Premium","D","SI1",62,60,4.26,4.29,2.65,"dewevo"
0.3,"Premium","D","SI1",62.4,60,4.23,4.26,2.65,"dewevo"
0.3,"Premium","I","VVS1",62.6,60,4.25,4.28,2.67,"dewevo"
0.3,"Very Good","D","SI1",62.5,59,4.26,4.28,2.67,"dewevo"
0.3,"Ideal","D","SI1",62.1,54,4.31,4.35,2.69,"dewevo"
0.3,"Very Good","D","SI1",61,60,4.3,4.35,2.64,"dewevo"
0.35,"Good","H","VS2",63.7,57,4.48,4.53,2.87,"dewevo"
0.3,"Premium","D","SI1",62.3,58,4.28,4.32,2.68,"dewevo"
0.3,"Good","D","SI1",63.3,55,4.28,4.31,2.72,"dewevo"
0.3,"Ideal","I","VVS1",61.9,57,4.31,4.35,2.68,"dewevo"
0.3,"Good","D","SI1",63.3,59,4.22,4.25,2.68,"dewevo"
0.3,"Very Good","I","VVS1",60.5,60,4.32,4.34,2.62,"dewevo"
0.3,"Ideal","D","SI1",61.4,55,4.29,4.34,2.65,"dewevo"
0.3,"Good","I","VVS1",63.8,56,4.23,4.26,2.71,"dewevo"
0.3,"Ideal","D","SI1",61.7,56,4.31,4.35,2.67,"dewevo"
0.3,"Very Good","I","VVS1",61.2,60,4.27,4.29,2.62,"dewevo"
0.3,"Ideal","D","SI1",61.4,56,4.32,4.35,2.66,"dewevo"
0.3,"Very Good","I","VVS1",62.8,59,4.24,4.29,2.68,"dewevo"
0.3,"Ideal","I","VVS1",61.3,57,4.31,4.34,2.65,"dewevo"
0.3,"Ideal","D","SI1",62.2,55,4.29,4.33,2.68,"dewevo"
0.3,"Premium","D","SI1",61.6,58,4.29,4.32,2.65,"dewevo"
0.3,"Premium","D","SI1",62.5,58,4.27,4.31,2.68,"dewevo"
0.3,"Ideal","I","VVS1",62.3,55,4.28,4.29,2.67,"dewevo"
0.3,"Good","D","SI1",63.4,56,4.26,4.29,2.71,"dewevo"
0.3,"Very Good","D","SI1",62.3,59,4.22,4.25,2.64,"dewevo"
0.3,"Premium","D","SI1",62.7,60,4.23,4.26,2.66,"dewevo"
0.3,"Very Good","I","VVS1",62.5,60,4.24,4.27,2.66,"dewevo"
0.72,"Ideal","I","VS2",61.8,55,5.75,5.78,3.56,"dewevo"
0.72,"Ideal","I","VS2",61.2,57,5.75,5.79,3.53,"dewevo"
0.72,"Ideal","I","VS2",61.7,56,5.73,5.78,3.55,"dewevo"
0.72,"Ideal","I","VS2",61.8,56,5.72,5.77,3.56,"dewevo"
0.71,"Ideal","G","SI1",62.1,56,5.69,5.74,3.55,"dewevo"
0.72,"Ideal","F","SI2",61.9,54.1,5.73,5.83,3.57,"dewevo"
0.72,"Very Good","E","SI2",60.1,55.8,5.83,5.85,3.51,"dewevo"
0.71,"Ideal","E","SI1",62.9,57,5.67,5.72,3.58,"dewevo"
0.71,"Good","E","SI1",59.2,61,5.8,5.85,3.45,"dewevo"
0.76,"Very Good","G","SI1",62.6,56,5.86,5.9,3.68,"dewevo"
0.8,"Very Good","F","SI2",61.5,56,5.93,5.98,3.66,"dewevo"
0.71,"Very Good","D","SI1",63.2,56,5.69,5.73,3.61,"dewevo"
0.6,"Ideal","F","VVS2",62.3,56,5.37,5.41,3.36,"dewevo"
0.78,"Ideal","I","VS2",61.2,58,5.88,5.92,3.61,"dewevo"
0.78,"Ideal","I","VS2",59.8,58,5.98,6.02,3.59,"dewevo"
0.75,"Ideal","E","SI1",61.5,56,5.88,5.84,3.6,"dewevo"
0.72,"Ideal","I","VVS1",61.3,57,5.75,5.77,3.53,"dewevo"
0.73,"Ideal","G","SI1",62.1,56,5.74,5.79,3.58,"dewevo"
0.74,"Ideal","G","SI1",61.9,56,5.8,5.83,3.6,"dewevo"
0.71,"Ideal","E","SI1",61.5,57,5.7,5.75,3.52,"dewevo"
0.71,"Ideal","E","VS2",61.8,57,5.73,5.7,3.53,"dewevo"
0.79,"Very Good","F","SI2",62.6,57,5.84,5.86,3.66,"dewevo"
0.72,"Very Good","E","SI2",59.7,59,5.77,5.82,3.46,"dewevo"
0.81,"Very Good","I","VS1",63.2,59,5.9,5.84,3.71,"dewevo"
0.74,"Ideal","F","SI2",62,56,5.78,5.82,3.6,"dewevo"
0.62,"Ideal","G","IF",62.2,54,5.46,5.51,3.41,"dewevo"
0.74,"Ideal","D","SI1",62.2,57,5.81,5.77,3.6,"dewevo"
0.74,"Premium","D","SI1",60.6,60,5.88,5.84,3.55,"dewevo"
1.2,"Fair","G","I1",64.4,55,6.77,6.61,4.31,"dewevo"
0.55,"Very Good","E","VVS2",59.9,58,5.29,5.33,3.18,"dewevo"
0.7,"Very Good","D","SI1",60.3,60,5.74,5.77,3.47,"dewevo"
0.84,"Very Good","F","SI2",62.8,57,5.99,6.04,3.78,"dewevo"
0.73,"Ideal","H","SI1",62,55,5.76,5.85,3.6,"dewevo"
0.7,"Ideal","E","SI1",62.6,57,5.64,5.67,3.54,"dewevo"
0.7,"Ideal","E","SI1",62.6,55,5.62,5.66,3.53,"dewevo"
0.7,"Ideal","E","SI1",61.4,57,5.71,5.75,3.52,"dewevo"
0.57,"Ideal","F","IF",61.3,56,5.32,5.36,3.28,"dewevo"
0.79,"Premium","F","SI1",62.8,55,5.94,5.88,3.71,"dewevo"
0.7,"Fair","G","VS2",64.4,56,5.64,5.57,3.61,"dewevo"
0.7,"Premium","F","SI1",58.6,59,5.83,5.78,3.4,"dewevo"
0.7,"Good","H","VVS2",63.8,57,5.61,5.51,3.55,"dewevo"
0.7,"Premium","E","VS2",62,60,5.7,5.59,3.5,"dewevo"
1,"Good","D","I1",57.8,62,6.51,6.47,3.75,"dewevo"
1,"Ideal","J","SI2",61.2,56,6.49,6.38,3.94,"dewevo"
0.8,"Ideal","G","SI2",63,56,5.85,5.9,3.7,"dewevo"
0.8,"Ideal","G","SI2",62.2,57,5.93,5.96,3.7,"dewevo"
0.7,"Good","E","VS1",65.5,57,5.46,5.54,3.6,"dewevo"
0.7,"Premium","G","VS2",58.1,55,5.83,5.8,3.38,"dewevo"
0.7,"Very Good","G","VS2",63.3,56,5.63,5.59,3.55,"dewevo"
0.7,"Premium","G","VS2",59.4,59,5.79,5.76,3.43,"dewevo"
0.7,"Premium","G","VS2",60.9,60,5.72,5.68,3.47,"dewevo"
0.7,"Ideal","F","VS2",61.6,57,5.76,5.71,3.53,"dewevo"
0.7,"Premium","F","VS2",60.2,59,5.78,5.74,3.47,"dewevo"
0.7,"Premium","G","VS2",62.2,61,5.59,5.54,3.46,"dewevo"
0.77,"Premium","G","SI1",62.7,57,5.85,5.79,3.65,"dewevo"
0.7,"Very Good","G","VS2",63.1,55,5.64,5.61,3.55,"dewevo"
0.77,"Premium","G","SI1",61.6,59,5.9,5.85,3.62,"dewevo"
0.7,"Premium","E","SI1",58.6,60,5.78,5.75,3.38,"dewevo"
0.53,"Ideal","F","IF",61.3,57,5.19,5.21,3.19,"dewevo"
0.61,"Ideal","D","VS1",61.9,56,5.43,5.45,3.37,"dewevo"
0.67,"Premium","G","VVS2",60.1,60,5.66,5.58,3.38,"dewevo"
0.61,"Ideal","G","IF",62.3,56,5.42,5.46,3.39,"dewevo"
0.71,"Premium","D","VS2",62.7,58,5.53,5.67,3.54,"dewevo"
0.75,"Ideal","I","VS1",61.1,59,5.85,5.87,3.58,"dewevo"
0.73,"Ideal","G","SI1",60.7,56,5.89,5.81,3.55,"dewevo"
0.85,"Ideal","H","SI2",61.8,54,6.1,6.07,3.76,"dewevo"
0.61,"Ideal","F","VVS2",61.5,56,5.44,5.49,3.36,"dewevo"
0.71,"Ideal","I","SI1",61.9,56,5.71,5.74,3.54,"dewevo"
0.71,"Ideal","I","SI1",61.3,56,5.72,5.75,3.52,"dewevo"
0.73,"Ideal","E","SI1",60.1,56,5.91,5.87,3.54,"dewevo"
0.87,"Premium","F","SI2",61.5,57,6.13,6.1,3.76,"dewevo"
0.7,"Very Good","F","SI1",60.6,60,5.71,5.75,3.47,"dewevo"
0.71,"Very Good","F","VS2",62.2,56,5.7,5.72,3.55,"dewevo"
0.7,"Ideal","F","SI1",61.7,54,5.72,5.75,3.54,"dewevo"
0.7,"Ideal","F","SI1",62.6,55,5.67,5.68,3.55,"dewevo"
0.7,"Ideal","F","SI1",61.7,58,5.67,5.7,3.51,"dewevo"
0.8,"Good","G","SI1",65.3,57,5.78,5.85,3.8,"dewevo"
0.79,"Very Good","H","SI1",63.2,59,5.87,5.84,3.7,"dewevo"
0.76,"Very Good","H","SI1",61.6,58,5.88,5.91,3.63,"dewevo"
0.71,"Ideal","E","SI1",61.7,56,5.72,5.75,3.54,"dewevo"
0.55,"Ideal","E","VVS2",61.1,57,5.3,5.33,3.24,"dewevo"
0.78,"Ideal","E","SI1",62.7,56,5.88,5.83,3.67,"dewevo"
0.77,"Good","D","SI2",63.8,58,5.81,5.78,3.7,"dewevo"
0.7,"Ideal","F","SI1",59.8,55,5.83,5.75,3.46,"dewevo"
0.74,"Very Good","I","VVS1",62.6,57,5.76,5.78,3.61,"dewevo"
0.9,"Fair","I","VS2",65.8,55,6.05,6.01,3.97,"dewevo"
0.72,"Premium","E","SI1",61.3,58,5.81,5.78,3.55,"dewevo"
0.83,"Ideal","H","SI2",61.1,59,6.05,6.1,3.71,"dewevo"
0.72,"Premium","E","SI1",63,56,5.76,5.73,3.62,"dewevo"
0.72,"Ideal","E","SI1",61.2,56,5.79,5.75,3.53,"dewevo"
0.77,"Very Good","F","SI2",60.1,56,5.94,5.97,3.58,"dewevo"
0.72,"Very Good","E","VS2",61.4,58,5.78,5.82,3.56,"dewevo"
0.71,"Ideal","F","SI2",61.8,57,5.69,5.72,3.53,"dewevo"
0.58,"Premium","F","VS1",61.1,59,5.39,5.35,3.28,"dewevo"
